test_SSIM,test_LPIPS,psnr,output_folder,g_init,iterations,gpu_id,test_PSNR
0.5338795781135559,0.5079177618026733,20.864836983739192,output/gi10_i5000,10,5000,0,22.124958038330078
0.5605572462081909,0.48663970828056335,21.064238133134666,output/gi1.00E-00_i5000,1.00E-00,5000,0,22.399690628051758
0.5480832457542419,0.4976353943347931,20.952693940299564,output/gi1.00E-01_i5000,1.00E-01,5000,0,22.367460250854492
0.5403343439102173,0.5012634992599487,20.938872300463526,output/gi1.00E-02_i5000,1.00E-02,5000,0,22.346742630004883
