gpu_id,iterations,lambda_dist,output_folder,psnr,test_LPIPS,test_PSNR,test_SSIM
0,30000,1.00E-01,output/i30000_ld1.00E-01,28.961837719746935,0.18580596148967743,29.551345825195312,0.9265316128730774
0,30000,1.00E-02,output/i30000_ld1.00E-02,29.766833998834297,0.1721046268939972,30.48676109313965,0.9388447403907776
0,30000,1.00E-03,output/i30000_ld1.00E-03,30.40304697227515,0.16457703709602356,31.3393497467041,0.9454523324966431
0,30000,1.00E-04,output/i30000_ld1.00E-04,30.449745425076486,0.1654139757156372,31.394657135009766,0.9458763599395752
