dataset_path,gpu_id,image_folder,output_folder,psnr,test_LPIPS,test_PSNR,test_SSIM
/optane/nerf_datasets/360/stump,3,images_4,output/stump_ifimages_4_r45,28.278913770418026,0.3258724510669708,25.63576316833496,0.7267079949378967
/optane/nerf_datasets/360/garden,2,images_4,output/garden_ifimages_4_r45,27.1800581548732,0.1831090897321701,26.837678909301758,0.8358340263366699
/optane/nerf_datasets/360/bicycle,1,images_4,output/bicycle_ifimages_4_r45,24.691334186958418,0.33440425992012024,24.661914825439453,0.718586802482605
/optane/nerf_datasets/360/treehill,3,images_4,output/treehill_ifimages_4_r45,24.16485849526389,0.4076636731624603,22.655715942382812,0.6305126547813416
/optane/nerf_datasets/360/room,1,images_2,output/room_ifimages_2_r45,32.21539709933011,0.304666668176651,30.8402042388916,0.9143626093864441
/optane/nerf_datasets/360/flowers,2,images_4,output/flowers_ifimages_4_r45,24.15083097362012,0.34410953521728516,21.39732551574707,0.6174609661102295
/optane/nerf_datasets/360/counter,3,images_2,output/counter_ifimages_2_r45,30.252268426761372,0.25950074195861816,28.719453811645508,0.9021432995796204
/optane/nerf_datasets/360/kitchen,1,images_2,output/kitchen_ifimages_2_r45,31.15005103795964,0.1683812439441681,31.084518432617188,0.9205033183097839
/optane/nerf_datasets/360/bonsai,2,images_2,output/bonsai_ifimages_2_r45,31.786325157639105,0.2572600841522217,31.48817253112793,0.9374412298202515
/optane/nerf_datasets/tandt/truck,1,images,output/truck_ifimages_r45,26.406965746501047,0.17601805925369263,24.603309631347656,0.8775405287742615
/optane/nerf_datasets/db/drjohnson,2,images,output/drjohnson_ifimages_r45,33.78871707824697,0.3902934789657593,28.807947158813477,0.8909755945205688
/optane/nerf_datasets/db/playroom,1,images,output/playroom_ifimages_r45,34.42487504750112,0.3635171949863434,29.913150787353516,0.9049596190452576
/optane/nerf_datasets/tandt/train,3,images,output/train_ifimages_r45,25.9126330211604,0.24476146697998047,21.608592987060547,0.8223647475242615
