dataset_path,gpu_id,image_folder,output_folder,psnr,test_LPIPS,test_PSNR,test_SSIM
/optane/nerf_datasets/360/stump,3,images_4,output/stump_ifimages_4_r44,28.000192569764625,0.286871075630188,26.060958862304688,0.7553018927574158
/optane/nerf_datasets/360/garden,2,images_4,output/garden_ifimages_4_r44,26.91591740643795,0.1757826954126358,26.66609764099121,0.8376150131225586
/optane/nerf_datasets/360/bicycle,1,images_4,output/bicycle_ifimages_4_r44,24.155784826115468,0.3054449260234833,24.734434127807617,0.7364896535873413
/optane/nerf_datasets/360/treehill,3,images_4,output/treehill_ifimages_4_r44,23.422826761640614,0.3775809109210968,22.602561950683594,0.6395129561424255
/optane/nerf_datasets/360/room,1,images_2,output/room_ifimages_2_r44,32.29702991864353,0.31370681524276733,30.85462760925293,0.9147389531135559
/optane/nerf_datasets/360/counter,3,images_2,output/counter_ifimages_2_r44,30.030984761635278,0.26652634143829346,28.771055221557617,0.9037730693817139
/optane/nerf_datasets/360/flowers,2,images_4,output/flowers_ifimages_4_r44,23.651373062695402,0.344828724861145,21.306087493896484,0.6144341826438904
/optane/nerf_datasets/360/kitchen,1,images_2,output/kitchen_ifimages_2_r44,30.96411719685769,0.17948675155639648,30.89234733581543,0.9193035960197449
/optane/nerf_datasets/360/bonsai,3,images_2,output/bonsai_ifimages_2_r44,31.5559076001016,0.26584210991859436,31.361848831176758,0.9365851879119873
/optane/nerf_datasets/db/drjohnson,3,images,output/drjohnson_ifimages_r44,33.90281444417527,0.3674112856388092,29.134363174438477,0.9017457365989685
/optane/nerf_datasets/tandt/truck,1,images,output/truck_ifimages_r44,25.59146857034217,0.194916233420372,24.563610076904297,0.8749504685401917
/optane/nerf_datasets/db/playroom,3,images,output/playroom_ifimages_r44,34.43724795108465,0.34281471371650696,30.052661895751953,0.9087042808532715
/optane/nerf_datasets/tandt/train,2,images,output/train_ifimages_r44,25.295632381675727,0.24746891856193542,21.7343807220459,0.8271998167037964
